geo_lat,geo_long,om_altura,om_circuitos,om_funcionamiento,om_materialL,om_materialS,om_potencia,om_proteccion,om_tipoLampara,om_tipoLuz,om_tipoSoporte,uri,barrio,distrito
39.48760361722272,-6.37722823822375,10,2,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11296,Montesol,Norte
39.48739763058019,-6.377252662254545,10,2,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11297,Montesol,Norte
39.488277320057435,-6.377141927721628,10,1,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11298,Montesol,Norte
39.48830297957062,-6.377446214131257,10,1,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11299,Montesol,Norte
39.48832621267749,-6.377809562487859,10,1,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11300,Montesol,Norte
39.488418224784425,-6.37938925885759,10,1,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11301,Montesol,Norte
39.4883875954754,-6.379031043648396,10,1,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11302,Montesol,Norte
39.48836932548314,-6.378720925767671,10,1,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11303,Montesol,Norte
39.488347955359345,-6.378440063939158,10,1,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11304,Montesol,Norte
39.4883376323244,-6.378149074392243,10,1,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11305,Montesol,Norte
39.48818678895212,-6.379748653178237,10,1,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11306,Montesol,Norte
